score_change_repay,score_change_default,utility_default,potential_score_update_mode,agent,avg_max_unfairness_dp,avg_mean_unfairness_dp,initial_unfairness_dp,avg_max_unfairness_cs,avg_mean_unfairness_cs,initial_unfairness_cs,avg_total_utility,n_traces,max_increase_unfairness_dp,avg_increase_unfairness_dp,max_increase_unfairness_cs,avg_increase_unfairness_cs
12,-32,-9,large_var,maxprof,0.4855024097913644,0.4818120397077372,0.4855024097913644,32.13367000614769,30.37169208369294,28.470232739418428,55547.4,10,0.0,-0.003690370083627159,3.663437266729261,1.9014593442745102
16,-24,-8,large_var,maxprof,0.4951850135918752,0.4918072120864608,0.4951850135918752,33.161834971388984,30.99810111477267,28.470232739418428,58569.9,10,0.0,-0.003377801505414446,4.691602231970556,2.5278683753542417
8,-32,-7,large_var,maxprof,0.4939292758537073,0.4899689623429091,0.4939292758537073,31.02921397576752,29.78244821281513,28.470232739418428,57663.3,10,0.0,-0.003960313510798175,2.5589812363490907,1.3122154733967015
16,-40,-7,large_var,maxprof,0.4939292758537073,0.4894337250109432,0.4939292758537073,33.0772101943628,30.90338727568423,28.470232739418428,62085.6,10,0.0,-0.0044955508427640956,4.606977454944371,2.4331545362658034
12,-32,-6,large_var,maxprof,0.4845982514112196,0.4810734301947302,0.4845979359064977,32.139207951839595,30.389751165723265,28.470232739418428,63823.9,10,3.15504721903892e-07,-0.0035245057117674894,3.6689752124211665,1.9195184263048368
8,-40,-6,large_var,maxprof,0.4845979359064977,0.4804466342856687,0.4845979359064977,31.100220309752235,29.80677431386743,28.470232739418428,65151.0,10,0.0,-0.0041513016208289955,2.6299875703338067,1.3365415744490008
12,-24,-5,large_var,maxprof,0.4938233001746346,0.4901804797745501,0.4938233001746346,32.35746126597013,30.513378370747468,28.470232739418428,68848.6,10,0.0,-0.003642820400084512,3.887228526551702,2.0431456313290397
16,-32,-5,large_var,maxprof,0.4938644404190369,0.4900328118935522,0.4938233001746346,33.2046277949343,30.9868835712484,28.470232739418428,69076.9,10,4.1140244402271264e-05,-0.003790488281082416,4.7343950555158685,2.5166508318299705
8,-16,-4,large_var,maxprof,0.4977940573527831,0.4943915841699867,0.4977678923766667,31.34333849138068,29.97782529103838,28.470232739418428,71477.0,10,2.6164976116405114e-05,-0.003376308206680001,2.873105751962253,1.5075925516199504
20,-24,-4,large_var,maxprof,0.4977785161194742,0.4941965831975768,0.4977678923766667,33.93529661213986,31.408010193655706,28.470232739418428,72407.7,10,1.0623742807525094e-05,-0.0035713091790898766,5.46506387272143,2.9377774542372777
20,-24,-3,large_var,maxprof,0.5022165722204522,0.4988896468107616,0.5022165722204522,34.1212690599974,31.53695988383823,28.470232739418428,78380.4,10,0.0,-0.003326925409690651,5.651036320578974,3.0667271444198008
8,-40,-3,large_var,maxprof,0.5022568775971831,0.497371881189564,0.5022165722204522,31.10613173407587,29.823932979702363,28.470232739418428,74948.0,10,4.0305376730831455e-05,-0.0048446910308882485,2.635898994657442,1.3537002402839349
