Unnamed: 0,model,threshold,n_hosp_mode,n_prescription_mode,avg_max_unfairness_risk,avg_mean_unfairness_risk,initial_unfairness_risk,avg_max_gap_tpr,avg_mean_gap_tpr,initial_gap_tpr,avg_max_gap_fpr,avg_mean_gap_fpr,initial_gap_fpr,avg_max_gap_precision,avg_mean_gap_precision,initial_gap_precision,avg_max_gap_f1,avg_mean_gap_f1,initial_gap_f1,avg_max_gap_accuracy,avg_mean_gap_accuracy,initial_gap_accuracy,avg_utility_tpr,avg_utility_fpr,avg_utility_precision,avg_utility_f1,avg_utility_accuracy,n_traces,max_increase_unfairness_risk,avg_increase_unfairness_risk,avg_increase_gap_tpr,avg_increase_gap_fpr,avg_increase_gap_precision,avg_increase_gap_f1,avg_increase_gap_accuracy
0,xgboost,0.3,expectation,expectation,0.0343255773186683,0.0186094511300325,0.0011719241738319,0.1167184667184667,0.0835424242424242,0.1033411033411033,0.0451485055984265,0.0291435531519125,0.0047723491903939,0.0392518582293918,0.0298110710028103,0.0367442195967167,0.0541767039489949,0.0457351813897077,0.0412873090016625,0.0438083859944571,0.0263338534094692,1.127365334552266e-05,0.7541506591337098,0.2210148712722116,0.0818428153654877,0.1458201035279377,0.7784142090224262,10,0.033153653144836405,0.0174375269562006,-0.019798679098679106,0.0243712039615186,-0.0069331485939064,0.004447872388045206,0.026322579756123676
1,xgboost,0.4,expectation,expectation,0.0341898798942565,0.0184792932122945,0.0011719241738319,0.1292670292670293,0.1029998186998187,0.1078736078736078,0.0444938917134564,0.0259838889642891,1.885707631735928e-05,0.0520403182643098,0.0385083339162821,0.0331749369892921,0.06168309698311,0.050321908262469,0.0191075393888124,0.0413550672087586,0.0219465173665203,0.0058753669287801,0.6714335216572505,0.1459822395533301,0.1119012555714129,0.1872418862148763,0.8498203307645685,10,0.033017955720424604,0.017307369038462597,-0.004873789173789098,0.02596503188797174,0.005333396926989996,0.031214368873656605,0.016071150437740198
2,xgboost,0.45,expectation,expectation,0.0340617187321186,0.0184393357485532,0.0011719241738319,0.1412587412587412,0.113732375032375,0.1134421134421134,0.0397728737441716,0.0220678815848286,0.0021698988606597,0.0515677925314139,0.0406027066837757,0.0230291447682751,0.06340547062038,0.0470052812583772,0.0004824522035724,0.0358377834622981,0.0182025125657526,0.0084488948112075,0.6325348399246704,0.1145342402623299,0.1331107723269065,0.213616267507603,0.8796511299679626,10,0.0328897945582867,0.017267411574721298,0.0002902615902616035,0.0198979827241689,0.017573561915500597,0.046522829054804794,0.009753617754545101
3,xgboost,0.5,expectation,expectation,0.0340361818671226,0.0183720625936985,0.0011719241738319,0.1584045584045584,0.1307312872312872,0.1340326340326339,0.0416701231389993,0.022688575702195,0.0017892260762002,0.067661767033751,0.0484000897004623,0.0125695335900727,0.0683987390462771,0.0491406556970812,0.0237617025012895,0.0366183709185079,0.0179882364732588,0.0089834287544596,0.584132956685499,0.0889837550405459,0.1558232754659218,0.2378944560792767,0.9035015239414668,10,0.032864257693290704,0.0172001384198666,-0.003301346801346694,0.0208993496259948,0.0358305561103896,0.025378953195791698,0.0090048077187992
4,xgboost,0.55,expectation,expectation,0.034153651446104,0.0182008482515811,0.0011719241738319,0.1792152292152292,0.1506462315462315,0.1206941206941207,0.0456146751187237,0.0222808465397383,0.0006083638835876,0.0738530382740429,0.055692301590967,0.0216739637595474,0.0737299359538218,0.0466503685636521,0.0228472930278493,0.0388555189084788,0.017284177798294,0.0079265538967744,0.5330248587570623,0.0658018522621527,0.1849349982710444,0.2652552241115042,0.9249755736427396,10,0.0329817272722721,0.017028924077749197,0.029952110852110803,0.0216724826561507,0.034018337831419596,0.0238030755358028,0.009357623901519601
12,mlp,0.6,expectation,expectation,0.0256032198667526,0.014474034230411,0.0038971900939941,0.1044418544418544,0.0816447034447034,0.0726495726495726,0.0169324687570556,0.0114392821702748,0.0057837030937139,0.0521363458799618,0.024401562407827,0.0436183081553999,0.0678444029665368,0.0379261383944346,0.0579493742889647,0.0224302234709384,0.0176465120130422,0.0127442923814157,0.4362625235404896,0.0380695971994505,0.2364669719431504,0.2970530424989877,0.9498458221491038,10,0.0217060297727585,0.0105768441364169,0.008995130795130798,0.0056555790765609,-0.019216745747572903,-0.020023235894530096,0.004902219631626499
13,mlp,0.7,expectation,expectation,0.0256084382534027,0.0146414477705955,0.0038971900939941,0.0945609945609945,0.0668490028490028,0.0619010619010619,0.0139700283875232,0.0081364955352099,0.0036990995212814,0.0802999787371307,0.0477759754561755,0.0664335664335664,0.0776236807929998,0.0558844098651357,0.0663323504724189,0.0203255710512356,0.0150192598340168,0.0113330811732581,0.3487329566854991,0.0192112996853813,0.3148242240942661,0.3241939350570025,0.96625836868993,10,0.0217112481594086,0.0107442576766014,0.004947940947940904,0.0044373960139284995,-0.018657590977390906,-0.010447940607283192,0.0036861786607586995
14,xgboost,0.3,same,expectation,0.0318090431392192,0.017378456890583,0.0011719241738319,0.1127557627557627,0.0816937321937321,0.1033411033411033,0.0443609110108735,0.0291094134303778,0.0047723491903939,0.0397500638075362,0.0297169544810854,0.0367442195967167,0.0549028361082693,0.0456178942429483,0.0412873090016625,0.0429771710931229,0.0263090408610852,1.127365334552266e-05,0.7487932203389831,0.2217257854389152,0.0811787259002905,0.1446364642579714,0.7775964758853581,10,0.0306371189653873,0.0162065327167511,-0.021647371147371197,0.0243370642399839,-0.0070272651156312975,0.004330585241285802,0.026297767207739676
16,xgboost,0.45,same,expectation,0.0314995944499969,0.0172268263995647,0.0011719241738319,0.1434990934990934,0.118795053095053,0.1134421134421134,0.0404399726410445,0.0221109460785576,0.0021698988606597,0.0527774990096283,0.0406302930078296,0.0230291447682751,0.0618378149729918,0.0463851062794485,0.0004824522035724,0.0361479762254928,0.0178653105315756,0.0084488948112075,0.6267065913370998,0.1135792972038817,0.1328038311269497,0.2129969517906886,0.8804501342107542,10,0.030327670276164998,0.0160549022257328,0.005352939652939606,0.0199410472178979,0.0176011482395545,0.0459026540758761,0.009416415720368098
19,xgboost,0.6,same,expectation,0.0318486131727695,0.0172427855432033,0.0011719241738319,0.1871276871276871,0.1512,0.1109816109816109,0.040626013064233,0.0159989543984229,0.0011243699627235,0.0814723228782193,0.055742864626446,0.0175654853620955,0.0708690928401081,0.0397163082229062,0.0307098916121473,0.0326325165199714,0.0124505397065606,0.0084611330552137,0.4889638418079095,0.0464916825453095,0.2236599860883069,0.2975976832306791,0.942828902935319,10,0.030676688998937596,0.016070861369371397,0.0402183890183891,0.014874584435699402,0.0381773792643505,0.009006416610758898,0.003989406651346899
